Date,Has_Weekend,Title,Price,Super_host,Latitude,Longitude,EntireHomeVsRoom,Bedrooms_no,Beds_no,Bathrooms_num,Sleeping_engagment,Amenities,Accuracy_stars,Communication_stars,Cleanliness_stars,Location_stars,CheckIn_stars,Value_stars,Reviewers_no,Review
2019-03-02 00:00:00,True,Luxury Style Space: ideal for short or longterm!,$49,,40.672,-73.94247,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,,"['Wifi', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free street parking', 'Coffee maker', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"75 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Bryan
December 2018
it was our first experience at an Airbnb, and we weren't sure what to expect. Dellasie kept in touch with us before we arrived, and informed us she wouldn't be able to be there, but a realtor named Tony would be. he was a fantastic, polite and respectful host. The place was…Read more
Kristina
October 2018
We had the most amazing time, Dellasie is an amazing host and I would definitely recommend it to anyone staying in the city! Super convenient location and a super comfy place ❤️
Abu
December 2017
Great hosts, great location. Would highly recommend. Thanks guys!
Jiale
September 2017
The room is large and good, basically clean. The location is convience, close to everything that we need. The only problem is the noise on Friday night in the neighborhood.
Christina
January 2017
It was close to the subway. The bed was a bit small for two people but there was a comfortable couch available. Dellasie was friendly and welcoming. Grocery store near by.
Kimberly
July 2016
The place was easy to find. If you come by car though, be prepared to look for parking, especially in the evening. The room is indeed very clean and spacious. However the bed is a bit smaller than shown on the picture. The room is separated by a thick curtain. Don't worry, it…Read more
Nina
January 2019
I had a really really lovely stay at Delassies!! The room is cosy and spacious and really private! It’s like you have your own little apartment in NYC! Delassie makes sure she gives you a warm welcome and is such a sweetheart!! fast in contact and up for a chat but if you’d…Read more
1
2
3
…
11"
2019-03-02 00:00:00,True,Y.10mins to WTC. Den Room with Full Size Sofa Bed.,$58,Evy is a Superhost,40.71579,-74.03822,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,2 shared baths,"Bedroom 1
1 sofa bed","['Wifi', 'Washer', 'Dryer', 'Iron', 'Essentials', 'Kitchen', 'Cooking basics', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Smart lock', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Garden or backyard', 'Fire extinguisher', 'Smoke detector']",,,,,,,,"No reviews (yet)
This host has 243 reviews for other properties.
View other reviews
We’re here to help your trip go smoothly. Every reservation is covered by Airbnb’s Guest Refund Policy."
2019-03-02 00:00:00,True,Maurice Guest House Room # 3. Ten mins from JFK.,$46,Joseph is a Superhost,40.687,-73.775,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,,"Bedroom 1
1 double bed","['Wifi', 'Cable TV', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Ethernet connection', 'Hot water', 'Bathtub', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Lockbox', 'Private entrance', 'Cleaning before checkout', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"22 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Heather
February 2019
Joseph’s place was just as nice as my previous visit. The amenities were very good. His place is conveniently located near public transportation. I recommend staying at his place.
John
February 2019
Joseph has the gift of hospitality. It shows by the way he keeps his home. Everything is always above expectation. stay here if you really want to feel like your home. This place is on my top 3 locations in NYC to stay.
Thomas
February 2019
Joseph is a super host everything was was awesome and i would definitely stay again.....Thank you Joseph!
Willie
January 2019
Had a wonderful stay at Jospeh's beautiful space. The place was clean and was very comfortable. He is a really nice guy that looks to take care of his guests.
Djenaba
January 2019
I was very pleased with all the accommodations, cleanliness and the pleasant host.I am looking forward to my next visit to Queens.
Response from Joseph:
Thank you, looking forward to seeing you again.
January 2019
China
January 2019
Such a clean, neat place. Hospitality was great
Response from Joseph:
Thank you China. It was a honor to serve you.
January 2019
Shahriar
December 2018
it was a very clean and homey place. Great for quick stays.
Response from Joseph:
Thanks for you review. Hope you choose us when next you visit NY.
December 2018
1
2
3
…
4"
2019-03-02 00:00:00,True,Most Central Location!,$125,,40.76754,-73.98399,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,Central ubication. Comfortable bed. It has all the services for the bathroom. Lara was so nice. I recommend it 100#,"Bedroom 1
1 queen bed","['Wifi', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Air conditioning', 'Hot water', 'Paid parking off premises', 'Free street parking', 'Kitchen', 'Host greets you', 'Hangers', 'Hair dryer', 'Shampoo', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"40 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Louise
January 2019
Lara's flat is really well located for people who want to discover manhattan ! At 5 minutes walk from the subway, it is perfect. Lara gave us a lot of advices in order to better discover the city and was really kind !
Dan
December 2018
Great location, very clean, well-organized & comfortable apartment. Lara is a friendly and considerate host.
Ana
October 2018
Central ubication. Comfortable bed. It has all the services for the bathroom. Lara was so nice. I recommend it 100#
Meryem
October 2018
Nice stay in Lara's place. We enjoyed our stay there. Don't hesitate to take this good deal.
Response from Lara:
I really enjoyed hosting Meryem and her friend. They are very sweet, considered and happy people. Very positive energy, I miss them already.
October 2018
Li
October 2018
I just love Lara. She is so helpful and her apartment is perfectly located. Literally Convenient access to anywhere! And her apartment is so clean and comfortable. I wish I could stay longer. Thanks a lot, Lara
Glenn
August 2018
The host canceled this reservation 23 days before arrival. This is an automated posting.
Ghita
August 2018
Nicole was a wonderful host and went out of her way to make my stay as comfortable and special as possible. Her place is great and I would definitely recommend to everyone!
1
2
3
…
6"
2019-03-02 00:00:00,True,Charming and Artsy Studio Apartment,$145,Jake And Catharine is a Superhost,40.68549,-73.93268,ENTIRE TOWNHOUSE,1 bedroom,1 bed,1 bath,"Bedroom 1
1 queen bed","['Wifi', 'Iron', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Pack ’n Play/travel crib', 'Free street parking', 'Kitchen', 'Keypad', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"136 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Gina
May 2018
Location was fantastic, short walk to the subway. Beautiful neighborhood, with some lovely restaurants nearby. Felt very private, yet hosts available when requested. Loved!
Stefanie
December 2017
Would definitely recommend to others, Jake and Catharine were super helpful and quick to reply. Love the bathroom! Thank you!
Christina
August 2017
We had an amazing time staying with Jake & Catharine. The apartment was beautiful and cozy and perfect to come back to after site seeing all day. We loved staying in Brooklyn!
Alex
January 2016
Jake and Catherine were lovely host. We mostly kept to ourselves, good spot for privacy. The door works by code which makes it easier to come and if separated from your travel partner. Pretty close to A and M line. A few nice spots in the neighbourhood but also an inexpensive…Read more
Nejc
February 2019
Great place, good hosts, nice neighborhood.
Laura
January 2019
Great location with easy access to everything you could need in NYC. Beautiful, clean space with everything you need for a great weekend. Catherine and Jake were great hosts who communicated every step of the way and were a pleasure to coordinate with! Would definitely…Read more
Cameron
January 2019
Fantastic traditional brownstone in Brooklyn, exactly what we were looking for. Jake and Catherine were out of town but communication was fantastic and they made sure we had everything we needed. Local subway station is only 15 minutes away, super easy and best way to travel into…Read more
1
2
3
…
20"
2019-03-02 00:00:00,True,Private bedroom in a doorman building in NYC,$113,,40.76684,-73.98539,PRIVATE ROOM IN APARTMENT,Private bedroom in a doorman building in NYC,1 bed,1 shared bath,"Bedroom 1
1 queen bed","['Wifi', 'Washer', 'Dryer', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Elevator', 'Paid parking off premises', 'Single level home', 'Kitchen', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Host greets you', 'Private entrance', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hangers', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector']",,,,,,,,"1 Review
Nick
April 2018
Ariel is the perfect host, super friendly and yet keeps to himself. The place is very clean and in an amazing location. Highly recommend!!
This host has 17 reviews for other properties.
View other reviews"
2019-03-02 00:00:00,True,Minutes away to the heart of New York City!,$145,James is a Superhost,40.77424,-74.01602,ENTIRE APARTMENT,2 bedrooms,2 beds,1 bath,,"['Wifi', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Stove', 'Private entrance', 'Hangers', 'Hair dryer', 'Shampoo', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"20 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Christine
November 2018
The accommodations are excellent. James is very quick to respond to every message. The extra ammenities are wonderful!
Erika
February 2019
Me and my family stayed for 8 nights at James’s place and we had a very pleasant experience. Very nice and clean apartment, we were very comfortable, especially having the possibility of cooking for ourselves. Easy to get to Manhattan ( approx 15-20 min.), bus station close by,…Read more
Matt
January 2019
James’s place was absolutely perfect for our first trip ever to NYC! James’s place was immaculately clean and the beds were very comfortable. The location is in a quiet street and was literally a 5-minute walk (or less) to the bus stop that takes you directly into NYC Port…Read more
David
December 2018
Great location and safe. Clean with a great host. Transport vertully outside our door . Bus to the City, ferry to City. Great sea food restaurants. Loved our stay and good value for money.
Response from James:
Thank you, David, for your kind words and we truly enjoyed having all of you at our place!
December 2018
Hellen
December 2018
I loved the hospitality, the place, the time, the kindness, the organization, the street of the house! Would recommend a thousand times!
Response from James:
Thank you, Hellen. You are a wonderful guest.
December 2018
Lucas
November 2018
a 10 day stay with 3 friends. nice lodging near the center of New York located in a street with an extraordinary view of the City.
Alexis
November 2018
GREAT!!! AIRBNB. Took a bus and in 15 mins we were at Manhattan. Nice neighborhood and everything. Great option for your vacs.
1
2
3"
2019-03-02 00:00:00,True,Comfy bed in Cozy Home - GRAND ARMY PLAZA,$85,Mary is a Superhost,40.67403,-73.96798,PRIVATE ROOM IN APARTMENT,1 bedroom,,,"Bedroom 1
1 queen bed","['Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Pocket wifi', 'Elevator', 'Kitchen', 'Breakfast', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"125 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Liwei
July 2018
Host was so friendly and let us know absolutely everything we needed to know. Great location, amazing price, beautiful room. Would stay again!
Patrice
December 2017
Clean, close to everything at the center of Brooklyn, Mary is there to help at almost anytime, nice shower and couldn't say a bad thing about the place. Excellent choice for visiting alone or as a couple. I'd go back anytime, thanks Mary!
Richard
November 2017
Superb location, overlooking Prospect Park, steps from the subway which is only a couple of stops to Manhattan. Short walk along Flatbush to the Barclay Center. Mary's a great host, most accommodating and helpful.
Stephen
August 2017
Mary was a wonderful host. My sister and I loved our stay here. Location was great as it was convenient to travel to many tourist attractions ie. Brooklyn Bridge and Times Square. Would definitely come back here!
Mike
January 2019
I had a great stay at Mary's place. Located at Grand Army Plaza, you'll find the 2/3 close by with an easy trip into Manhattan or elsewhere in Brooklyn. Mary is a welcoming host, the room is clean and comfortable and street noise is minimal. Great neighborhood for wandering on…Read more
Delmar
January 2019
I had a great stay at Mary’s place. Check in and communication were smooth and she accommodated my last minute reservation. The room was tidy and cozy. Her cats are beautiful and she is very sweet, offering tea, water, and local recommendations. Her apartment is in a safe area…Read more
Haruna
January 2019
Mary was so nice host! She helped us a lot and I really enjoyed talking with her! Thanks to her, our trip was amazing. The room was beautiful and she gave us nice breakfast! Thank you so much!
1
2
3
…
18"
2019-03-02 00:00:00,True,Amazing location! Great space close to Manhattan!!,$135,,40.76372,-73.92372,ENTIRE APARTMENT,2 bedrooms,2 beds,1 bath,"Bedroom 1
1 queen bed","['Wifi', 'Cable TV', 'Iron', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Bathtub', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Host greets you', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"25 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Jaclyn
December 2018
Great place to stay outside of the hustle and bustle! Close to subway that takes you right to Times Square without any transfers! Astoria has great restaurants within walking distance of the apartment! Libia helped us every step of the way with quick responses to any questions…Read more
Bryan
February 2019
Great location and comfortable stay. Perfect for staying in the area (which is rich in things to do) and going into the city (highly accessible to the subway)
Phillip
January 2019
Overall a good experience, and excellent for the price. Place is conveniently located about a block from the Broadway subway station (albeit a long one). Second floor in a pre-war walkup. Amenities were as described with some extras... clean, working WiFi, TV with Netflix…Read more
Maesa
December 2018
Libia’s place was nice, clean, and was a great value for the location. She worked with us to be flexible t check-in which was greatly appreciated. The only unfortunate thing was that the radiators in the apartment made lots of noises at night and our sleep was disturbed as a…Read more
Marie-Laurence
October 2018
Nice place, closed to Manhattan
Ingrid
October 2018
I really aprecciate the Líbia’s place! She was amazing too!!!
Sara
October 2018
Perfect location! The closest subway station is under renovations but there are two others within walking distance. $15 cab ride to Laguardia. Brooklyn Bagels or Moms Kitchen and Bar are both fantastic breakfast options. Several corner markets. Beautiful neighborhood and friendly…Read more
1
2
3
…
4"
2019-03-02 00:00:00,True,Home Sweet Room-EMERALD-Queens NYC!,$50,,40.73842,-73.87609,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 double bed","['Wifi', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free street parking', 'Kitchen', 'Hair dryer', 'Lock on bedroom door']",Rating 4.5 out of 5,Rating 5 out of 5,Rating 4 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"118 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Ryan
February 2019
Staying at Jacqueline and Tyas' for my first trip to New York was great. If you don't want to leave the neighborhood there's plenty to eat around and it's not too far from Manhattan either.
Claire
May 2018
Great, quick communication. It was a good location, very close to the subway (about 30 min into Manhattan). The apartment was more ""worn in"" than the pictures convey, but overall we had a good stay. Thanks Jacqueline and Tyas!
YANG
June 2016
Good kind host, clean soft room
Liga
November 2014
The place is locate to close subway which is very connivence to anywhere, and there are bunch of stores, such as Starbucks , bakery and supermarket. Thanks for the host
Meli
October 2014
Everything was perfect. Although I had a big delay and arrived nearly at midnight, the check in was no problem. The apartment and the room are very cozy and have everything you need. The location is so close to the subway. That's perfect. Thanks for everything.
Johnny
October 2013
I didn't get to meet Jacqueline but she kept good communication with us throughout our stay . The room was clean, but quite small for 2 as after putting down our luggage there was no space to move. The kitchen was efficient and clean. The bathroom's shower door was broken but…Read more
Katyrina
February 2013
Great apartment! Great neighborhood! Great hosts! They made sure I got there ok and when I arrived, they made sure that wifi worked on my computer. Convenient, close to subway. Equipped kitchen. I had a wonderful stay!
1
2
3
…
17"
2019-03-02 00:00:00,True,Condo Room #1 NEAR NYC/NEWARK AIRPORT/OUTLET MALL,$42,,40.68233,-74.21246,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 queen bed","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Private entrance', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Carbon monoxide detector', 'Smoke detector']",,,,,,,,"No reviews (yet)
This host has 6 reviews for other properties.
View other reviews
We’re here to help your trip go smoothly. Every reservation is covered by Airbnb’s Guest Refund Policy."
2019-03-02 00:00:00,True,Oasis,$47,John is a Superhost,40.66221,-73.88868,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 double bed","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Babysitter recommendations', 'Bathtub', 'Outlet covers', 'Room-darkening shades', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Private entrance', 'Private living room', 'Cleaning before checkout', 'Luggage dropoff allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"14 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Amelia
January 2019
Wonderful stay! Loved the helpfulness of Leo. Had a comfy bed as well!
Karen
December 2018
the apartment is comfortable. Leo the manager is great. Close to the Train and buses. Bodega near by
Kati
October 2018
My stay here was much more nicer than I expected. John and Leo were amazing hosts and they helped me with everything I needed. I really didn't like the neighbourhood, but this was just my feeling, I had absolutely no bad experience at all. The room was perfect, very nice, very…Read more
Rohit Singh
October 2018
John and Leo were very good host. John's place is just 5 minutes walk away from Metro and a minute walk away from Bus stop. The location itself is not that very good but John's place was safe and secure. The room and bathroom were very clean. At the end I enjoyed my stay at…Read more
Leigh
July 2018
Yo, please support John in his vision to serve those looking for a safe, clean, comfortable and accommodating place. The place is relaxing, and I was tempted to spend my last night inside with great channels, secured & quiet space (fully equipped kitchen), great local street…Read more
Response from John:
Thanks much for coming, am glad i was able to ensure your comfort and safety while staying with me, please come again.
July 2018
Lenin
July 2018
My stay at John's place was excellent. He was there to check me in and show me the room, living room and granite top kitchen. Everything was clean and brand new. I was able to get everything I needed to do during my stay.. Thanks for everything John!
M.
May 2018
So staying at John's Oasis was a pleasant experience for a shared property. The flexibility of checking-in and out made a difference for us since plans were always changing on our end. The roomstay was just what we needed...a place to lay our heads because we spent most of the…Read more
1
2"
2019-03-02 00:00:00,True,"Family-friendly, cozy guest room",$64,,40.68366,-73.9247,PRIVATE ROOM IN APARTMENT,1 bedroom,2 beds,1 shared bath,"Bedroom 1
1 queen bed, 1 sofa bed","['Wifi', 'Cable TV', 'Iron', 'TV', 'Essentials', 'Heating', 'Hot water', 'Window guards', 'Single level home', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Keypad', 'Hair dryer', 'Shampoo', 'Bed linens', 'Lock on bedroom door', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"175 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Etienne
December 2018
Great place and family The kids make very little noise and the room is spacious and private. We’d go anytime again
Mitch
November 2018
Close to the subway, cozy apartment, great host
Etienne
July 2018
The place was very clean and quiet. The beds were comfortable and Quami was very helpful. The place is at walking distance from the Uttica subway station (about 10min). I would recommend the nearby bistro, Manny's.
Qwasian
June 2018
Great people great location
Joane
March 2018
It was a pleasure meeting the host-Quami, the beautiful wife and the kids. And I can gladly say how wonderful our stay in their home. It turned out to be exactly as described. The living room and dining room were comfortable so were the kitchen and the washroom, and the bedroom:…Read more
Joane
March 2018
I can gladly say how wonderful our stay in your home. It turned out to be exactly as described. The living room and dining room were comfortable so were the kitchen and the bathroom and the bedroom: it felt like home! All was spotlessly clean and the linens and towels generously…Read more
Innah
July 2017
Quami, his wife, and their pet turtle (although a little shy) have been hospitable to me and my friends. It was easy to communicate with him, as he was straight-forward. The room was clean, the beds were comfortable to sleep on, and the A/C was functioning well, especially in the…Read more
1
2
3
…
25"
2019-03-02 00:00:00,True,!AMAZING PRIVATE ROOM 2 MIN FROM TRAIN STATION!,$50,Mateus is a Superhost,40.68236,-73.90765,PRIVATE ROOM IN HOUSE,1 bedroom,2 beds,1 shared bath,"Bedroom 1
2 single beds","['Wifi', 'Iron', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Bathtub', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Host greets you', 'Private living room', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"8 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Translate reviews to English
Himanshu
December 2018
perfect place to stay with nearby subway station
Munis
December 2018
A very Convenient, Clean and Comfortable place to Stay.
Leslie
December 2018
Mateus and Daniela are very friendly hosts. They are always ready to answer your questions be it in real life or on the phone. Our room had 2 single beds, everything was super clean ! Their place located right next to a subway station which will drive you to the center of…Read more
Win
November 2018
Mateus and Daniela were welcoming and friendly. Their flat was an ideal place to stay as close to the subway for Manhattan. There was a supermarket close by on the Boulevard and we were able to use the kitchen oven
Marcel
November 2018
It was really cool to stay at the place! The place was im the Heart of Brooklyn and it was really easy to Take a Trip to Manhattan as Well. The Apartment and room were modern and Clean, so it was a nice place to be comfortable with. Especially the living room was amazing. The…Read more
Dayna
November 2018
Great room in Brooklyn apartment
Margaux
January 2019
On est bien là-bas ! Appartement bien situé. Très accueillant…
1
2"
2019-03-02 00:00:00,True,Airy 1BR at Wall Street Floor #7 by Sonder,$126,,40.7075,-74.01023,ROOM IN BOUTIQUE HOTEL,1 bedroom,2 beds,1 bath,"Bedroom 1
1 double bed","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Elevator', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Keypad', 'Private living room', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector']",,,,,,,,"No reviews (yet)
This host has 8 reviews for other properties.
View other reviews
We’re here to help your trip go smoothly. Every reservation is covered by Airbnb’s Guest Refund Policy."
2019-03-02 00:00:00,True,Sunny cozy room in Brklyn townhouse,$59,Tessa is a Superhost,40.70641,-73.91765,PRIVATE ROOM IN TOWNHOUSE,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 single bed","['Wifi', 'Cable TV', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free parking on premises', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Patio or balcony', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"41 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Medet
December 2018
awesome place to stay. very friendly and helpful host. an entertaining cat in the house. close to subway and many restaurants. this is a little gem of the neighborhood.
Julien
September 2018
Small room, perfect for a solo traveler to visit NYC
Jewelle
June 2018
Tessa's place is perfect for a solo traveller who is going to be spending the majority of their time wandering around. The bed is small but comfy, AC is available, and despite their being only one washroom, I never had any issues. I saw Tessa only once due to our schedules, but…Read more
Shane
April 2017
I didn't spend much time there as I was always out exploring the city but Tessa's place was really nice and comfortable for my short stay. All roommates were friendly too so all in all I wish I could have hung around a bit longer. It's not too far from the city on the L train…Read more
Hermes
January 2019
Great place!, great value!, I would stay again
Hector
January 2019
TESSA IS VERY NICE PERSON AND HELP ME WITH MY LUGGAGE GOOD COMUNICATION, THE ROOM VERY CLEAN, PEACEFUL PLACE, NEAR RESTAURANTS TRAIN GOOD NEIGHBORHOOD, I WILL GO AGAIN
Koichi
January 2019
Tessa is a really kind person and she explained everything to me clearly and politely. (Including how to get from airport to home) Her house is great in terms of location. It takes around 20min to go to Manhattan by subway and 35min to go to Brooklyn(dumbo) by bus. The bed was…Read more
1
2
3
…
6"
